#	X	Y	Z	
1	0	0	0	
2	5	0	0	
3	10	0	0	
4	15	0	0	
5	20	0	0	
6	25	0	0	
7	30	0	0	
8	35	0	0	
9	40	0	0	
10	45	0	0	
11	50	0	0	
12	55	0	0	
13	60	0	0	
14	65	0	0	
15	70	0	0	
16	75	0	0	
17	80	0	0	
18	85	0	0	
19	90	0	0	
20	95	0	0	
21	100	0	0	
22	105	0	0	
23	110	0	0	
24	115	0	0	
25	120	0	0	
26	125	0	0	
27	130	0	0	
28	135	0	0	
29	140	0	0	
30	145	0	0	
31	150	0	0	
32	155	0	0	
33	160	0	0	
34	165	0	0	
35	170	0	0	
36	175	0	0	
37	180	0	0	
38	185	0	0	
39	190	0	0	
40	195	0	0	
41	200	0	0	
42	205	0	0	
43	210	0	0	
44	215	0	0	
45	220	0	0	
46	225	0	0	
47	230	0	0	
48	235	0	0	
49	240	0	0	
50	245	0	0	
51	250	0	0	
52	255	0	0	
53	260	0	0	
54	265	0	0	
55	270	0	0	
56	275	0	0	
57	280	0	0	
58	285	0	0	
59	290	0	0	
60	295	0	0	
61	300	0	0	
62	305	0	0	
63	310	0	0	
64	315	0	0	
#	A	B	M	N
1	1	0	2	3
2	1	0	3	4
3	1	0	4	5
4	1	0	5	6
5	1	0	6	7
6	1	0	7	8
7	1	0	7	10
8	1	0	8	11
9	1	0	9	12
10	1	0	10	13
11	1	0	10	15
12	1	0	11	16
13	1	0	12	17
14	1	0	13	18
15	1	0	14	19
16	1	0	15	20
17	1	0	16	21
18	1	0	17	22
19	1	0	17	24
20	1	0	18	25
21	1	0	19	26
22	1	0	20	27
23	1	0	21	28
24	1	0	22	29
25	1	0	23	30
26	1	0	23	32
27	1	0	24	33
28	1	0	25	34
29	1	0	26	35
30	1	0	27	36
31	1	0	28	37
32	2	0	3	4
33	2	0	4	5
34	2	0	5	6
35	2	0	6	7
36	2	0	7	8
37	2	0	8	9
38	2	0	8	11
39	2	0	9	12
40	2	0	10	13
41	2	0	11	14
42	2	0	11	16
43	2	0	12	17
44	2	0	13	18
45	2	0	14	19
46	2	0	15	20
47	2	0	16	21
48	2	0	17	22
49	2	0	18	23
50	2	0	18	25
51	2	0	19	26
52	2	0	20	27
53	2	0	21	28
54	2	0	22	29
55	2	0	23	30
56	2	0	24	31
57	2	0	24	33
58	2	0	25	34
59	2	0	26	35
60	2	0	27	36
61	2	0	28	37
62	2	0	29	38
63	3	0	4	5
64	3	0	5	6
65	3	0	6	7
66	3	0	7	8
67	3	0	8	9
68	3	0	9	10
69	3	0	9	12
70	3	0	10	13
71	3	0	11	14
72	3	0	12	15
73	3	0	12	17
74	3	0	13	18
75	3	0	14	19
76	3	0	15	20
77	3	0	16	21
78	3	0	17	22
79	3	0	18	23
80	3	0	19	24
81	3	0	19	26
82	3	0	20	27
83	3	0	21	28
84	3	0	22	29
85	3	0	23	30
86	3	0	24	31
87	3	0	25	32
88	3	0	25	34
89	3	0	26	35
90	3	0	27	36
91	3	0	28	37
92	3	0	29	38
93	3	0	30	39
94	4	0	5	6
95	4	0	6	7
96	4	0	7	8
97	4	0	8	9
98	4	0	9	10
99	4	0	10	11
100	4	0	10	13
101	4	0	11	14
102	4	0	12	15
103	4	0	13	16
104	4	0	13	18
105	4	0	14	19
106	4	0	15	20
107	4	0	16	21
108	4	0	17	22
109	4	0	18	23
110	4	0	19	24
111	4	0	20	25
112	4	0	20	27
113	4	0	21	28
114	4	0	22	29
115	4	0	23	30
116	4	0	24	31
117	4	0	25	32
118	4	0	26	33
119	4	0	26	35
120	4	0	27	36
121	4	0	28	37
122	4	0	29	38
123	4	0	30	39
124	4	0	31	40
125	5	0	6	7
126	5	0	7	8
127	5	0	8	9
128	5	0	9	10
129	5	0	10	11
130	5	0	11	12
131	5	0	11	14
132	5	0	12	15
133	5	0	13	16
134	5	0	14	17
135	5	0	14	19
136	5	0	15	20
137	5	0	16	21
138	5	0	17	22
139	5	0	18	23
140	5	0	19	24
141	5	0	20	25
142	5	0	21	26
143	5	0	21	28
144	5	0	22	29
145	5	0	23	30
146	5	0	24	31
147	5	0	25	32
148	5	0	26	33
149	5	0	27	34
150	5	0	27	36
151	5	0	28	37
152	5	0	29	38
153	5	0	30	39
154	5	0	31	40
155	5	0	32	41
156	6	0	7	8
157	6	0	8	9
158	6	0	9	10
159	6	0	10	11
160	6	0	11	12
161	6	0	12	13
162	6	0	12	15
163	6	0	13	16
164	6	0	14	17
165	6	0	15	18
166	6	0	15	20
167	6	0	16	21
168	6	0	17	22
169	6	0	18	23
170	6	0	19	24
171	6	0	20	25
172	6	0	21	26
173	6	0	22	27
174	6	0	22	29
175	6	0	23	30
176	6	0	24	31
177	6	0	25	32
178	6	0	26	33
179	6	0	27	34
180	6	0	28	35
181	6	0	28	37
182	6	0	29	38
183	6	0	30	39
184	6	0	31	40
185	6	0	32	41
186	6	0	33	42
187	7	0	8	9
188	7	0	9	10
189	7	0	10	11
190	7	0	11	12
191	7	0	12	13
192	7	0	13	14
193	7	0	13	16
194	7	0	14	17
195	7	0	15	18
196	7	0	16	19
197	7	0	16	21
198	7	0	17	22
199	7	0	18	23
200	7	0	19	24
201	7	0	20	25
202	7	0	21	26
203	7	0	22	27
204	7	0	23	28
205	7	0	23	30
206	7	0	24	31
207	7	0	25	32
208	7	0	26	33
209	7	0	27	34
210	7	0	28	35
211	7	0	29	36
212	7	0	29	38
213	7	0	30	39
214	7	0	31	40
215	7	0	32	41
216	7	0	33	42
217	7	0	34	43
218	8	0	9	10
219	8	0	10	11
220	8	0	11	12
221	8	0	12	13
222	8	0	13	14
223	8	0	14	15
224	8	0	14	17
225	8	0	15	18
226	8	0	16	19
227	8	0	17	20
228	8	0	17	22
229	8	0	18	23
230	8	0	19	24
231	8	0	20	25
232	8	0	21	26
233	8	0	22	27
234	8	0	23	28
235	8	0	24	29
236	8	0	24	31
237	8	0	25	32
238	8	0	26	33
239	8	0	27	34
240	8	0	28	35
241	8	0	29	36
242	8	0	30	37
243	8	0	30	39
244	8	0	31	40
245	8	0	32	41
246	8	0	33	42
247	8	0	34	43
248	8	0	35	44
249	9	0	10	11
250	9	0	11	12
251	9	0	12	13
252	9	0	13	14
253	9	0	14	15
254	9	0	15	16
255	9	0	15	18
256	9	0	16	19
257	9	0	17	20
258	9	0	18	21
259	9	0	18	23
260	9	0	19	24
261	9	0	20	25
262	9	0	21	26
263	9	0	22	27
264	9	0	23	28
265	9	0	24	29
266	9	0	25	30
267	9	0	25	32
268	9	0	26	33
269	9	0	27	34
270	9	0	28	35
271	9	0	29	36
272	9	0	30	37
273	9	0	31	38
274	9	0	31	40
275	9	0	32	41
276	9	0	33	42
